"Country or Area","Commodity - Transaction","Year","Unit","Quantity","Quantity Footnotes"
"United Kingdom","Electricity - Consumption by machinery","1996","Kilowatt-hours, million","14384",""
"United Kingdom","Electricity - Consumption by machinery","1995","Kilowatt-hours, million","19637",""
"United Kingdom","Electricity - Consumption by machinery","1994","Kilowatt-hours, million","18633",""
"United Kingdom","Electricity - Consumption by machinery","1993","Kilowatt-hours, million","19470",""
"United Kingdom","Electricity - Consumption by machinery","1992","Kilowatt-hours, million","19659",""
"United Kingdom","Electricity - Consumption by machinery","1991","Kilowatt-hours, million","19925",""
"United Kingdom","Electricity - Consumption by machinery","1990","Kilowatt-hours, million","20897",""
"United Kingdom","Electricity - Consumption by mining and quarrying","2021","Kilowatt-hours, million","203.991",""
"United Kingdom","Electricity - Consumption by mining and quarrying","2020","Kilowatt-hours, million","223.715",""
"United Kingdom","Electricity - Consumption by mining and quarrying","2019","Kilowatt-hours, million","127.215",""
"United Kingdom","Electricity - Consumption by mining and quarrying","2018","Kilowatt-hours, million","115.107",""
"United Kingdom","Electricity - Consumption by mining and quarrying","2017","Kilowatt-hours, million","31.599",""
"United Kingdom","Electricity - Consumption by mining and quarrying","2016","Kilowatt-hours, million","107",""
"United Kingdom","Electricity - Consumption by mining and quarrying","2015","Kilowatt-hours, million","106",""
"United Kingdom","Electricity - Consumption by mining and quarrying","2014","Kilowatt-hours, million","150",""
"United Kingdom","Electricity - Consumption by mining and quarrying","2013","Kilowatt-hours, million","150",""
"United Kingdom","Electricity - Consumption by mining and quarrying","2012","Kilowatt-hours, million","121",""
"United Kingdom","Electricity - Consumption by mining and quarrying","2011","Kilowatt-hours, million","115",""
"United Kingdom","Electricity - Consumption by mining and quarrying","2010","Kilowatt-hours, million","132",""
"United Kingdom","Electricity - Consumption by food and tobacco","2021","Kilowatt-hours, million","10938.143",""
"United Kingdom","Electricity - Consumption by food and tobacco","2020","Kilowatt-hours, million","10880.591",""
"United Kingdom","Electricity - Consumption by food and tobacco","2019","Kilowatt-hours, million","11469.445",""
"United Kingdom","Electricity - Consumption by food and tobacco","2018","Kilowatt-hours, million","11814.488",""
"United Kingdom","Electricity - Consumption by food and tobacco","2017","Kilowatt-hours, million","11056.885",""
"United Kingdom","Electricity - Consumption by food and tobacco","2016","Kilowatt-hours, million","10960",""
"United Kingdom","Electricity - Consumption by food and tobacco","2015","Kilowatt-hours, million","10778",""
"United Kingdom","Electricity - Consumption by food and tobacco","2014","Kilowatt-hours, million","10644",""
"United Kingdom","Electricity - Consumption by food and tobacco","2013","Kilowatt-hours, million","11083",""
"United Kingdom","Electricity - Consumption by food and tobacco","2012","Kilowatt-hours, million","11137",""
"United Kingdom","Electricity - Consumption by food and tobacco","2011","Kilowatt-hours, million","11322",""
"United Kingdom","Electricity - Consumption by food and tobacco","2010","Kilowatt-hours, million","11520",""
"United Kingdom","Electricity - Consumption by food and tobacco","2009","Kilowatt-hours, million","10741",""
"United Kingdom","Electricity - Consumption by food and tobacco","2008","Kilowatt-hours, million","12257",""
"United Kingdom","Electricity - Consumption by food and tobacco","2007","Kilowatt-hours, million","12082",""
"United Kingdom","Electricity - Consumption by food and tobacco","2006","Kilowatt-hours, million","12117",""
"United Kingdom","Electricity - Consumption by food and tobacco","2005","Kilowatt-hours, million","12273",""
"United Kingdom","Electricity - Consumption by food and tobacco","2004","Kilowatt-hours, million","12048",""
"United Kingdom","Electricity - Consumption by food and tobacco","2003","Kilowatt-hours, million","11449",""
"United Kingdom","Electricity - Consumption by food and tobacco","2002","Kilowatt-hours, million","12166",""
"United Kingdom","Electricity - Consumption by food and tobacco","2001","Kilowatt-hours, million","11570",""
"United Kingdom","Electricity - Consumption by food and tobacco","2000","Kilowatt-hours, million","11724",""
"United Kingdom","Electricity - Consumption by food and tobacco","1999","Kilowatt-hours, million","12524",""
"United Kingdom","Electricity - Consumption by food and tobacco","1998","Kilowatt-hours, million","11852",""
"United Kingdom","Electricity - Consumption by food and tobacco","1997","Kilowatt-hours, million","11673",""
"United Kingdom","Electricity - Consumption by food and tobacco","1996","Kilowatt-hours, million","11383",""
"United Kingdom","Electricity - Consumption by food and tobacco","1995","Kilowatt-hours, million","10351",""
"United Kingdom","Electricity - Consumption by food and tobacco","1994","Kilowatt-hours, million","10312",""
"United Kingdom","Electricity - Consumption by food and tobacco","1993","Kilowatt-hours, million","11273",""
"United Kingdom","Electricity - Consumption by food and tobacco","1992","Kilowatt-hours, million","10710",""
"United Kingdom","Electricity - Consumption by food and tobacco","1991","Kilowatt-hours, million","10834",""
"United Kingdom","Electricity - Consumption by food and tobacco","1990","Kilowatt-hours, million","10940",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2021","Kilowatt-hours, million","9148.954",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2020","Kilowatt-hours, million","8974.473",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2019","Kilowatt-hours, million","10172.837",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2018","Kilowatt-hours, million","10437.191",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2017","Kilowatt-hours, million","10597.793",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2016","Kilowatt-hours, million","10564",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2015","Kilowatt-hours, million","10602",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2014","Kilowatt-hours, million","10725",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2013","Kilowatt-hours, million","10806",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2012","Kilowatt-hours, million","10866",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2011","Kilowatt-hours, million","10940",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2010","Kilowatt-hours, million","10954",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2009","Kilowatt-hours, million","11069",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2008","Kilowatt-hours, million","12865",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2007","Kilowatt-hours, million","12741",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2006","Kilowatt-hours, million","12906",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2005","Kilowatt-hours, million","13225",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2004","Kilowatt-hours, million","13171",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2003","Kilowatt-hours, million","12550",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2002","Kilowatt-hours, million","11988",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2001","Kilowatt-hours, million","11511",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","2000","Kilowatt-hours, million","11416",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","1999","Kilowatt-hours, million","10989",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","1998","Kilowatt-hours, million","10684",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","1997","Kilowatt-hours, million","10836",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","1996","Kilowatt-hours, million","9596",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","1995","Kilowatt-hours, million","9528",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","1994","Kilowatt-hours, million","8823",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","1993","Kilowatt-hours, million","8740",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","1992","Kilowatt-hours, million","7494",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","1991","Kilowatt-hours, million","8011",""
"United Kingdom","Electricity - Consumption by paper, pulp and print","1990","Kilowatt-hours, million","7977",""
"United Kingdom","Electricity - Consumption by construction","2021","Kilowatt-hours, million","1288.739",""
"United Kingdom","Electricity - Consumption by construction","2020","Kilowatt-hours, million","1268.239",""
"United Kingdom","Electricity - Consumption by construction","2019","Kilowatt-hours, million","1382.533",""
"United Kingdom","Electricity - Consumption by construction","2018","Kilowatt-hours, million","1393.654",""
"United Kingdom","Electricity - Consumption by construction","2017","Kilowatt-hours, million","1416.814",""
"United Kingdom","Electricity - Consumption by construction","2016","Kilowatt-hours, million","1309",""
"United Kingdom","Electricity - Consumption by construction","2015","Kilowatt-hours, million","1364",""
"United Kingdom","Electricity - Consumption by construction","2014","Kilowatt-hours, million","1393",""
"United Kingdom","Electricity - Consumption by construction","2013","Kilowatt-hours, million","1464",""
"United Kingdom","Electricity - Consumption by construction","2012","Kilowatt-hours, million","1494",""
"United Kingdom","Electricity - Consumption by construction","2011","Kilowatt-hours, million","1539",""
"United Kingdom","Electricity - Consumption by construction","2010","Kilowatt-hours, million","1621",""
"United Kingdom","Electricity - Consumption by construction","2009","Kilowatt-hours, million","1586",""
"United Kingdom","Electricity - Consumption by construction","2008","Kilowatt-hours, million","1817",""
"United Kingdom","Electricity - Consumption by construction","2007","Kilowatt-hours, million","1798",""
"United Kingdom","Electricity - Consumption by construction","2006","Kilowatt-hours, million","1840",""
"United Kingdom","Electricity - Consumption by construction","2005","Kilowatt-hours, million","1929",""
